Address,Zip,Price,Area,Room,Lon,Lat,Area Code,Borough,Price (log),Area (log),Index
"Dulcie Septemberpad 12, Amsterdam",1093 NK,775000.0,126,5,4.932925,52.358206,1093,Oost,13.560618308335483,4.836281906951478,582
"Josephus Jittastraat 65, Amsterdam",1063 NK,375000.0,78,3,4.814789,52.382249,1063,Nieuw West,12.834681304952548,4.356708826689592,583
"Aalsmeerweg 28 1, Amsterdam",1059 AK,400000.0,54,3,4.849224,52.350198,1059,West,12.89921982609012,3.9889840465642745,584
"Tweede Oosterparkstraat 132 E, Amsterdam",1092 BP,300000.0,40,2,4.91803,52.357424,1092,Oost,12.611537753638338,3.6888794541139363,585
"Koolpalmhof 18, Amsterdam",1104 DH,375000.0,104,3,4.983057,52.318698,1104,Zuidoost,12.834681304952548,4.6443908991413725,586
"1e Kekerstraat 119, Amsterdam",1104 VA,295000.0,91,3,4.981371,52.313749,1104,Zuidoost,12.594730635321957,4.51085950651685,587
"Ter Boede 2 hs, Amsterdam",1082 CB,345000.0,57,2,4.878162,52.325097,1082,Zuid,12.751299696013497,4.04305126783455,588
"Kloekhorststraat 231, Amsterdam",1104 MN,260000.0,71,3,4.967708,52.317064,1104,Zuidoost,12.468436909997665,4.2626798770413155,589
"Wethouder De Vriesplantsoen 8, Amsterdam",1107 AN,225000.0,56,2,4.992412,52.295757,1107,Zuidoost,12.323855681186558,4.02535169073515,590
"Van Spilbergenstraat 68 H, Amsterdam",1057 RK,425000.0,50,2,4.852084,52.366236,1057,West,12.959844447906553,3.912023005428146,591
"Talbotstraat 223, Amsterdam",1087 DM,475000.0,90,3,4.996258,52.358696,1087,Oost,13.071070083016778,4.499809670330265,592
"Oeverpad 570, Amsterdam",1068 PM,425000.0,108,3,4.808883,52.363274,1068,Nieuw West,12.959844447906553,4.68213122712422,593
"Prinsengracht 303 F, Amsterdam",1016 GX,1170000.0,121,2,4.883377,52.373492,1016,Centrum,13.972514306773938,4.795790545596741,594
"Tugelaweg 40 f+PP, Amsterdam",1092 VG,520000.0,69,3,4.923063,52.35637,1092,Oost,13.16158409055761,4.23410650459726,595
"Petrus Blokhof 12 II, Amsterdam",1065 XK,350000.0,68,4,4.829524,52.363328,1065,Nieuw West,12.765688433465597,4.219507705176107,596
"Gouden Leeuw 930, Amsterdam",1103 KW,289500.0,108,5,4.974531,52.325473,1103,Zuidoost,12.575910575995186,4.68213122712422,597
"Willebroekstraat 38, Amsterdam",1066 WE,480000.0,127,5,4.80722,52.344454,1066,Nieuw West,13.081541382884074,4.844187086458591,598
"Statenjachtstraat 542, Amsterdam",1034 EZ,325000.0,84,4,4.917985,52.405783,1034,Noord,12.691580461311874,4.430816798843313,599
"Overleg 84, Amsterdam",1068 RL,250000.0,57,2,4.803968,52.355143,1068,Nieuw West,12.429216196844383,4.04305126783455,600
"Pieter van der Werfstraat 127, Amsterdam",1067 EM,350000.0,87,3,4.802688,52.382381,1067,Nieuw West,12.765688433465597,4.465908118654584,601
"Edmond Halleylaan 25, Amsterdam",1086 ZV,600000.0,110,4,4.981387,52.360243,1086,Oost,13.304684934198283,4.700480365792417,602
"Waterlandplein 292 D, Amsterdam",1024 NB,350000.0,87,3,4.954462,52.393215,1024,Noord,12.765688433465597,4.465908118654584,603
"Ceintuurbaan 199 1, Amsterdam",1074 CV,525000.0,70,3,4.901743,52.355153,1074,Zuid,13.17115354157376,4.248495242049359,604
"Venetiëhof 212, Amsterdam",1019 NE,500000.0,89,3,4.947119,52.376909,1019,Centrum,13.122363377404328,4.48863636973214,605
"Jacob Burggraafstraat 90, Amsterdam",1018 WA,700000.0,106,3,4.922868,52.371793,1018,Centrum,13.458835614025542,4.663439094112067,606
"Vianenstraat 97, Amsterdam",1106 DB,300000.0,90,4,4.984519,52.299712,1106,Zuidoost,12.611537753638338,4.499809670330265,607
"Amerbos 34, Amsterdam",1025 ZM,175000.0,28,1,4.945552,52.402968,1025,Noord,12.072541252905651,3.332204510175204,608
"Burgemeester Hogguerstraat 329, Amsterdam",1064 CR,365000.0,78,4,4.829607,52.372067,1064,Nieuw West,12.80765263256463,4.356708826689592,609
"Philip Vingboonsstraat 19, Amsterdam",1067 BG,375000.0,84,4,4.7958,52.38318,1067,Nieuw West,12.834681304952548,4.430816798843313,611
"Haarlemmerweg 33 D, Amsterdam",1051 KN,425000.0,74,3,4.878057,52.385387,1051,West,12.959844447906553,4.30406509320417,612
"Den Texstraat 35 2, Amsterdam",1017 XX,1320000.0,230,8,4.894964,52.358917,1017,Centrum,14.093142294562554,5.438079308923196,613
"Bombraak 4, Amsterdam",1035 JR,469000.0,109,3,4.891949,52.423805,1035,Noord,13.058358047428417,4.6913478822291435,614
"Cliffordstraat 40 II, Amsterdam",1051 GV,270000.0,38,1,4.870659,52.383656,1051,West,12.506177237980511,3.6375861597263857,615
"Tweede Weteringdwarsstraat 44 2, Amsterdam",1017 SX,325000.0,44,3,4.889549,52.361331,1017,Centrum,12.691580461311874,3.784189633918261,616
"Kaneelappelstraat 90, Amsterdam",1036 LG,650000.0,113,6,4.903976,52.407476,1036,Noord,13.38472764187182,4.727387818712341,617
"Conradstraat 126 F, Amsterdam",1018 NM,550000.0,90,3,4.930426,52.371197,1018,Centrum,13.217673557208654,4.499809670330265,618
"Stephensonstraat 1 D, Amsterdam",1097 BA,1150000.0,163,7,4.921657,52.351422,1097,Oost,13.955272500339433,5.093750200806762,619
"Van Hallstraat 33 I, Amsterdam",1051 GX,385000.0,50,2,4.870167,52.384355,1051,West,12.86099861326992,3.912023005428146,620
"Bloys van Treslongstraat 62 H, Amsterdam",1056 XD,325000.0,43,2,4.859637,52.375563,1056,West,12.691580461311874,3.7612001156935624,621
"Hof van Versailles 37, Amsterdam",1064 NX,750000.0,155,6,4.832889,52.367757,1064,Nieuw West,13.527828485512494,5.043425116919247,622
"Zwanenplein 69, Amsterdam",1021 CK,465000.0,73,4,4.918062,52.387403,1021,Noord,13.049792684569493,4.290459441148391,623
"Ladogameerhof 162, Amsterdam",1060 RE,300000.0,67,3,4.783188,52.350225,1060,Nieuw West,12.611537753638338,4.204692619390966,624
"Jisperveldstraat 598, Amsterdam",1024 BD,250000.0,84,3,4.952138,52.400571,1024,Noord,12.429216196844383,4.430816798843313,625
"Paramariboplein 67 bel, Amsterdam",1058 AR,500000.0,64,3,4.854288,52.359955,1058,West,13.122363377404328,4.1588830833596715,626
"Sloterkade 33 C, Amsterdam",1058 HE,399000.0,62,2,4.853523,52.356392,1058,West,12.896716695872,4.127134385045092,628
"Veemkade 1200, Amsterdam",1019 BZ,925000.0,145,4,4.933939,52.374739,1019,Centrum,13.737549016494562,4.976733742420574,629
"Zuidelijke Wandelweg 151, Amsterdam",1079 RK,875000.0,123,4,4.894206,52.33822,1079,Zuid,13.681979165339751,4.812184355372417,630
"Zuidelijke Wandelweg 151 PP, Amsterdam",1079 RK,930000.0,123,4,4.894206,52.33822,1079,Zuid,13.742939865129438,4.812184355372417,631
"Funenpark 349, Amsterdam",1018 AK,725000.0,101,4,4.931075,52.369038,1018,Centrum,13.493926933836812,4.61512051684126,632
"Bos en Lommerplein 109 PP, Amsterdam",1055 AD,575000.0,119,3,4.845779,52.37755,1055,West,13.262125319779487,4.77912349311153,633
"IJburglaan 1445, Amsterdam",1087 KH,600000.0,132,4,5.00033,52.35282,1087,Oost,13.304684934198283,4.882801922586371,634
"Pesetalaan 47, Amsterdam",1060 SC,600000.0,146,7,4.784642,52.346094,1060,Nieuw West,13.304684934198283,4.983606621708336,635
"Kloekhorststraat 215, Amsterdam",1104 MN,265000.0,72,3,4.9684,52.317292,1104,Zuidoost,12.487485104968359,4.276666119016055,636
"Zaagmolenstraat 9, Amsterdam",1052 HB,350000.0,46,3,4.873501,52.377961,1052,West,12.765688433465597,3.828641396489095,637
"Burgemeester Hogguerstraat 769, Amsterdam",1064 EB,340000.0,78,3,4.829629,52.372955,1064,Nieuw West,12.736700896592344,4.356708826689592,638
"Jan van Schaffelaarplantsoen 29 A, Amsterdam",1061 DM,350000.0,58,3,4.84314,52.378753,1061,Nieuw West,12.765688433465597,4.060443010546419,639
"Vrolikstraat 309 C, Amsterdam",1091 VE,430000.0,56,2,4.917761,52.356215,1091,Oost,12.971540487669746,4.02535169073515,640
"Moestuinlaan 10, Amsterdam",1036 KD,975000.0,180,5,4.900779,52.408945,1036,Noord,13.790192749979985,5.19295685089021,641
"Amsteldijk 828, Amsterdam",1079 LM,500000.0,84,3,4.913659,52.343221,1079,Zuid,13.122363377404328,4.430816798843313,642
"Tollensstraat 62, Amsterdam",1053 RW,850000.0,123,7,4.869096,52.366755,1053,West,13.652991628466498,4.812184355372417,643
"Kazernestraat 2 2, Amsterdam",1018 CC,645000.0,89,3,4.921169,52.364353,1018,Centrum,13.37700559577791,4.48863636973214,644
"Tweede Jan van der Heijdenstraat 53 III, Amsterdam",1074 XP,425000.0,49,3,4.901398,52.355807,1074,Zuid,12.959844447906553,3.8918202981106265,645
"Van Hilligaertstraat 47, Amsterdam",1072 JX,1090000.0,149,3,4.890751,52.349678,1072,Zuid,13.901688254205327,5.003946305945459,646
"Doggerstraat 15, Amsterdam",1086 VG,895000.0,184,6,4.986808,52.364679,1086,Oost,13.704578997256993,5.214935757608986,647
"Statenjachtstraat 211, Amsterdam",1034 GA,465000.0,104,3,4.918343,52.405579,1034,Noord,13.049792684569493,4.6443908991413725,648
"Uiterwaardenstraat 9 H, Amsterdam",1079 BN,700000.0,79,3,4.911378,52.342112,1079,Zuid,13.458835614025542,4.3694478524670215,649
"Nijenburg 20, Amsterdam",1081 GG,325000.0,55,2,4.865786,52.328459,1081,Zuid,12.691580461311874,4.007333185232471,650
"Panamalaan 84, Amsterdam",1019 AZ,695000.0,107,4,4.934082,52.371077,1019,Centrum,13.45166712454693,4.672828834461906,651
"Govert Flinckstraat 392 II, Amsterdam",1074 CJ,825000.0,97,4,4.902906,52.35753,1074,Zuid,13.623138665316818,4.574710978503383,652
"S. F. van Ossstraat 180, Amsterdam",1068 JN,280000.0,64,3,4.811771,52.355712,1068,Nieuw West,12.542544882151386,4.1588830833596715,653
"Buziaustraat 14, Amsterdam",1068 KN,550000.0,160,6,4.811827,52.353554,1068,Nieuw West,13.217673557208654,5.075173815233827,654
"Schoorlstraat 42, Amsterdam",1024 PN,325000.0,77,3,4.945778,52.393622,1024,Noord,12.691580461311874,4.343805421853684,655
"Ponserstraat 12, Amsterdam",1033 DL,325000.0,77,3,4.899777,52.40313,1033,Noord,12.691580461311874,4.343805421853684,656
"Tefelenstraat 82, Amsterdam",1107 SM,275000.0,111,5,4.970438,52.294244,1107,Zuidoost,12.524526376648708,4.709530201312334,657
"Juliana van Stolbergstraat 45 H, Amsterdam",1055 RL,340000.0,46,2,4.856593,52.380808,1055,West,12.736700896592344,3.828641396489095,658
"Hoofdweg 252 H, Amsterdam",1057 DH,550000.0,72,3,4.85255,52.367739,1057,West,13.217673557208654,4.276666119016055,659
"Venetiëhof 10, Amsterdam",1019 NA,500000.0,84,3,4.947231,52.377422,1019,Centrum,13.122363377404328,4.430816798843313,660
"ms. van Riemsdijkweg 266, Amsterdam",1033 RD,750000.0,111,4,4.892182,52.401519,1033,Noord,13.527828485512494,4.709530201312334,661
"Leeuwendalersweg 648 PP, Amsterdam",1061 BJ,499000.0,92,4,4.837996,52.37746,1061,Nieuw West,13.120361374733656,4.5217885770490405,662
"Prinsengracht 483 A, Amsterdam",1016 HP,1750000.0,212,4,4.883097,52.369689,1016,Centrum,14.375126345899696,5.356586274672012,663
"Bellamystraat 13 15, Amsterdam",1053 BE,1250000.0,202,6,4.866447,52.367118,1053,West,14.038654109278484,5.308267697401205,664
"Gulden Winckelplantsoen 16 II, Amsterdam",1055 EL,319000.0,50,2,4.847496,52.378843,1055,West,12.672946381766982,3.912023005428146,665
"Hondecoeterstraat 20 III, Amsterdam",1071 LS,1100000.0,147,4,4.878689,52.353303,1071,Zuid,13.9108207377686,4.990432586778736,666
"Waverstraat 48 2, Amsterdam",1079 VM,325000.0,47,2,4.909223,52.34615,1079,Zuid,12.691580461311874,3.8501476017100584,667
"Kortrijk 35, Amsterdam",1066 TA,475000.0,109,4,4.801543,52.344264,1066,Nieuw West,13.071070083016778,4.6913478822291435,668
"Ruimzicht 83, Amsterdam",1068 CP,300000.0,88,2,4.807168,52.361653,1068,Nieuw West,12.611537753638338,4.477336814478207,669
"Loenermark 372, Amsterdam",1025 TH,265000.0,66,2,4.930826,52.398984,1025,Noord,12.487485104968359,4.189654742026425,670
"Baden Powellweg 60 B, Amsterdam",1069 LK,399500.0,99,3,4.792451,52.354762,1069,Nieuw West,12.897969044188466,4.59511985013459,671
"Pyreneeën 7, Amsterdam",1060 NP,725000.0,173,7,4.773171,52.349954,1060,Nieuw West,13.493926933836812,5.153291594497779,672
"Ferguutstraat 16 III, Amsterdam",1055 SX,625000.0,95,5,4.855072,52.377799,1055,West,13.345506928718539,4.553876891600541,673
"Lange Leidsedwarsstraat 103 1 B, Amsterdam",1017 NJ,399000.0,40,2,4.886109,52.363042,1017,Centrum,12.896716695872,3.6888794541139363,674
"Egidiusstraat 23 1, Amsterdam",1055 GL,445000.0,66,3,4.852373,52.377544,1055,West,13.005829561148378,4.189654742026425,675
"IJburglaan 1468, Amsterdam",1087 KG,550000.0,145,3,5.000011,52.352324,1087,Oost,13.217673557208654,4.976733742420574,676
"Bonairestraat 46 Hs, Amsterdam",1058 XJ,675000.0,84,4,4.855835,52.360699,1058,West,13.422467969854667,4.430816798843313,677
"De Boelelaan 223, Amsterdam",1082 RA,325000.0,84,3,4.877949,52.334686,1082,Zuid,12.691580461311874,4.430816798843313,678
"Hertspieghelweg 64 H, Amsterdam",1055 KR,600000.0,82,4,4.852076,52.381479,1055,West,13.304684934198283,4.406719247264253,679
"Curaçaostraat 76 1, Amsterdam",1058 CA,375000.0,57,3,4.852248,52.361159,1058,West,12.834681304952548,4.04305126783455,680
"Rijnstraat 238 1, Amsterdam",1079 HV,575000.0,82,4,4.906854,52.341296,1079,Zuid,13.262125319779487,4.406719247264253,681
"Burgemeester Hogguerstraat 353, Amsterdam",1064 CR,475000.0,79,3,4.829591,52.372067,1064,Nieuw West,13.071070083016778,4.3694478524670215,682
"Tilanusstraat 334, Amsterdam",1091 MZ,500000.0,62,3,4.914296,52.358996,1091,Oost,13.122363377404328,4.127134385045092,683
"Hofgeest 111, Amsterdam",1102 EE,275000.0,94,4,4.95696,52.311632,1102,Zuidoost,12.524526376648708,4.543294782270004,684
"Valeriusstraat 148 Hs, Amsterdam",1075 GE,1775000.0,177,9,4.865595,52.353408,1075,Zuid,14.389310980891652,5.176149732573829,685
"Brederodestraat 42 4, Amsterdam",1054 MV,525000.0,63,3,4.865952,52.361768,1054,West,13.17115354157376,4.143134726391533,686
"Blasiusstraat 13 1, Amsterdam",1091 CJ,400000.0,52,2,4.908012,52.356419,1091,Oost,12.89921982609012,3.9512437185814275,687
"Hof van Groenen 13, Amsterdam",1083 JR,375000.0,80,4,4.882011,52.330956,1083,Zuid,12.834681304952548,4.382026634673881,688
"Baron G.A. Tindalplein 10, Amsterdam",1019 TJ,550000.0,87,2,4.942751,52.373127,1019,Centrum,13.217673557208654,4.465908118654584,689
"Retiefstraat 49 2, Amsterdam",1092 VX,525000.0,76,2,4.922699,52.355605,1092,Oost,13.17115354157376,4.330733340286331,690
"Lindengracht 24 III, Amsterdam",1015 KJ,760000.0,90,4,4.886718,52.380687,1015,Centrum,13.541073712262515,4.499809670330265,691
"Latherusstraat 54, Amsterdam",1032 EC,700000.0,123,6,4.91506,52.393449,1032,Noord,13.458835614025542,4.812184355372417,692
"Derde Helmersstraat 50 H, Amsterdam",1054 BJ,675000.0,75,3,4.876322,52.365121,1054,West,13.422467969854667,4.31748811353631,693
"Fleerde 203, Amsterdam",1102 AV,325000.0,97,4,4.955054,52.317674,1102,Zuidoost,12.691580461311874,4.574710978503383,694
"Carolina MacGillavrylaan 130, Amsterdam",1098 XA,459000.0,75,3,4.94178,52.357269,1098,Oost,13.036805489042683,4.31748811353631,695
"Kinkerstraat 320 III, Amsterdam",1053 GD,350000.0,46,2,4.863132,52.36504,1053,West,12.765688433465597,3.828641396489095,696
"Zeeburgerdijk 64 I, Amsterdam",1094 AE,325000.0,43,2,4.934601,52.36596,1094,Oost,12.691580461311874,3.7612001156935624,697
"Pieter Calandlaan 231, Amsterdam",1068 ND,275000.0,81,3,4.810853,52.354008,1068,Nieuw West,12.524526376648708,4.394449154672439,698
"Het Hoogt 215, Amsterdam",1025 GW,275000.0,57,2,4.937616,52.397321,1025,Noord,12.524526376648708,4.04305126783455,699
"Rijswijkstraat 32, Amsterdam",1062 EE,700000.0,140,5,4.837658,52.350226,1062,Nieuw West,13.458835614025542,4.941642422609304,700
"Ruiseveenpad 48, Amsterdam",1106 AM,209000.0,59,2,4.975309,52.296957,1106,Zuidoost,12.250089530946948,4.07753744390572,701
"Weteringschans 122 A, Amsterdam",1017 XT,1325000.0,150,5,4.896605,52.359176,1017,Centrum,14.09692301740246,5.0106352940962555,702
"Prinsengracht 1033 C, Amsterdam",1017 KP,850000.0,120,3,4.89518,52.361947,1017,Centrum,13.652991628466498,4.787491742782046,703
"IJburglaan 1453 PP, Amsterdam",1087 KH,485000.0,105,4,5.000345,52.352811,1087,Oost,13.091904169919621,4.653960350157523,704
"Oude-IJselstraat 3 1, Amsterdam",1078 CL,385000.0,53,2,4.901411,52.347889,1078,Zuid,12.86099861326992,3.970291913552122,705
"Rijsbesstraat 2, Amsterdam",1036 LN,650000.0,125,5,4.901879,52.406292,1036,Noord,13.38472764187182,4.8283137373023015,706
"Haarlemmermeerstraat 151 1, Amsterdam",1058 JX,450000.0,64,3,4.850607,52.352379,1058,West,13.017002861746503,4.1588830833596715,707
"Cas Oorthuyskade 252, Amsterdam",1087 DP,450000.0,87,3,4.990866,52.360697,1087,Oost,13.017002861746503,4.465908118654584,708
"Poeldijkstraat 259, Amsterdam",1059 VL,600000.0,90,3,4.844731,52.349856,1059,West,13.304684934198283,4.499809670330265,709
"Langswater 885 XII, Amsterdam",1069 EH,245000.0,71,3,4.787319,52.359244,1069,Nieuw West,12.409013489526863,4.2626798770413155,710
"Tweede Keucheniusstraat 8 3, Amsterdam",1051 VR,500000.0,70,3,4.869195,52.380747,1051,West,13.122363377404328,4.248495242049359,711
"Hasebroekstraat 41 H, Amsterdam",1053 CM,600000.0,80,2,4.865609,52.365991,1053,West,13.304684934198283,4.382026634673881,712
"Hoendiepstraat 36 hs, Amsterdam",1079 LW,595000.0,73,3,4.910454,52.34221,1079,Zuid,13.296316684527767,4.290459441148391,713
"Eerste Jacob van Campenstraat 54 III-IV, Amsterdam",1072 BH,995000.0,127,4,4.889858,52.357323,1072,Zuid,13.81049801614073,4.844187086458591,714
"Leghornstraat 4, Amsterdam",1109 BW,475000.0,118,5,5.015376,52.305296,1109,Zuidoost,13.071070083016778,4.770684624465665,715
"Bijlmerdreef 1097, Amsterdam",1103 TT,275000.0,78,3,4.972526,52.321871,1103,Zuidoost,12.524526376648708,4.356708826689592,716
"Jisperveldstraat 212, Amsterdam",1024 AK,285000.0,85,4,4.950198,52.39832,1024,Noord,12.560244459250788,4.442651256490317,717
"Hoofdweg 150 hs, Amsterdam",1057 DB,585000.0,75,3,4.853451,52.364831,1057,West,13.279367126213993,4.31748811353631,718
"J.M. den Uylstraat 76, Amsterdam",1067 WD,310000.0,75,3,4.790104,52.381911,1067,Nieuw West,12.644327576461329,4.31748811353631,719
"Valkhof 21, Amsterdam",1082 VC,495000.0,81,4,4.870861,52.332238,1082,Zuid,13.112313041550827,4.394449154672439,720
"Wilhelminastraat 81 I, Amsterdam",1054 VX,475000.0,54,2,4.863781,52.361606,1054,West,13.071070083016778,3.9889840465642745,721
"Gibraltarstraat 73 1, Amsterdam",1055 NK,425000.0,57,3,4.849341,52.384118,1055,West,12.959844447906553,4.04305126783455,722
"Noorderakerweg 100, Amsterdam",1069 LW,875000.0,161,4,4.777448,52.350596,1069,Nieuw West,13.681979165339751,5.081404364984463,723
"Kanaalstraat 204 H, Amsterdam",1054 XS,560000.0,73,3,4.857873,52.360923,1054,West,13.235692062711331,4.290459441148391,724
"Erich Salomonstraat 629, Amsterdam",1087 JA,700000.0,130,6,5.001384,52.354845,1087,Oost,13.458835614025542,4.867534450455582,725
"Eerste Helmersstraat 56 hs, Amsterdam",1054 DJ,1150000.0,144,6,4.875312,52.363634,1054,West,13.955272500339433,4.969813299576001,726
"Bilderdijkkade 50 D2, Amsterdam",1053 VN,1250000.0,149,6,4.868023,52.370359,1053,West,14.038654109278484,5.003946305945459,728
"Leeuwenwerf 119, Amsterdam",1018 KB,275000.0,40,2,4.921147,52.373395,1018,Centrum,12.524526376648708,3.6888794541139363,729
"Eurokade 11, Amsterdam",1060 RZ,575000.0,145,5,4.78754,52.348859,1060,Nieuw West,13.262125319779487,4.976733742420574,730
"Saxenburgerstraat 1 B, Amsterdam",1054 KM,1025000.0,125,3,4.860922,52.358834,1054,West,13.840203170554645,4.8283137373023015,731
"Louise de Colignystraat 54 H, Amsterdam",1055 XN,340000.0,47,2,4.856817,52.380458,1055,West,12.736700896592344,3.8501476017100584,732
"Nachtwachtlaan 501, Amsterdam",1058 ES,550000.0,125,5,4.84351,52.363743,1058,West,13.217673557208654,4.8283137373023015,733
"Donker Curtiusstraat 49, Amsterdam",1051 MC,400000.0,59,2,4.871359,52.378707,1051,West,12.89921982609012,4.07753744390572,734
"Marius Bauerstraat 235 B2, Amsterdam",1062 AL,235000.0,33,2,4.836971,52.362788,1062,Nieuw West,12.367340793126296,3.4965075614664802,735
"Grootzeilhof 10, Amsterdam",1034 LX,335000.0,93,4,4.92221,52.409314,1034,Noord,12.721885810807203,4.532599493153256,736
"Willem Augustinstraat 179, Amsterdam",1061 MJ,975000.0,221,5,4.838629,52.37491,1061,Nieuw West,13.790192749979985,5.3981627015177525,737
"Javakade 112, Amsterdam",1019 RV,450000.0,64,2,4.930926,52.377783,1019,Centrum,13.017002861746503,4.1588830833596715,738
"Pontanusstraat 200, Amsterdam",1093 SH,350000.0,53,2,4.930264,52.363679,1093,Oost,12.765688433465597,3.970291913552122,739
"Oostzaanstraat 255, Amsterdam",1013 WJ,725000.0,118,4,4.87252,52.392217,1013,Centrum,13.493926933836812,4.770684624465665,740
"Kinkerstraat 268 2, Amsterdam",1053 GB,340000.0,44,3,4.864588,52.365393,1053,West,12.736700896592344,3.784189633918261,741
"Geschutswerf 15, Amsterdam",1018 AW,1175000.0,164,2,4.92035,52.366858,1018,Centrum,13.976778705560397,5.099866427824199,742
"Het Hoogt 178, Amsterdam",1025 HD,325000.0,92,4,4.936866,52.394487,1025,Noord,12.691580461311874,4.5217885770490405,743
"Dorpsweg Ransdorp 36, Amsterdam",1028 BP,700000.0,103,4,4.99474,52.392365,1028,Noord,13.458835614025542,4.634728988229636,744
"Nicolaas Anslijnstraat 125, Amsterdam",1068 WV,295000.0,82,3,4.808181,52.357419,1068,Nieuw West,12.594730635321957,4.406719247264253,745
"Lutmastraat 202 B, Amsterdam",1074 VA,335000.0,44,2,4.904467,52.35165,1074,Zuid,12.721885810807203,3.784189633918261,746
"Lootsstraat 24 II, Amsterdam",1053 NX,300000.0,38,2,4.86116,52.363527,1053,West,12.611537753638338,3.6375861597263857,747
"Commelinstraat 174, Amsterdam",1093 VD,600000.0,83,4,4.925816,52.363614,1093,Oost,13.304684934198283,4.418840607796598,748
"Koninginneweg 195 2, Amsterdam",1075 CR,675000.0,72,3,4.860601,52.352451,1075,Zuid,13.422467969854667,4.276666119016055,749
"Van Speijkstraat 175 2, Amsterdam",1057 GZ,495000.0,80,4,4.859791,52.371205,1057,West,13.112313041550827,4.382026634673881,750
"Van Speijkstraat 138 3, Amsterdam",1057 HJ,539000.0,75,3,4.860239,52.370632,1057,West,13.197470849891134,4.31748811353631,751
"Kinderdijkstraat 48 3, Amsterdam",1079 GL,499000.0,75,3,4.902863,52.342664,1079,Zuid,13.120361374733656,4.31748811353631,752
"Overtoom 427 I, Amsterdam",1054 JR,475000.0,67,3,4.860847,52.358995,1054,West,13.071070083016778,4.204692619390966,753
"Dulcie Septemberpad 2, Amsterdam",1093 NK,800000.0,130,5,4.932943,52.358329,1093,Oost,13.592367006650065,4.867534450455582,754
"Gerrit van der Veenstraat 145 B*, Amsterdam",1077 DZ,1625000.0,257,9,4.869761,52.348636,1077,Zuid,14.301018373745976,5.54907608489522,755
"Akerwateringstraat 71, Amsterdam",1069 GB,315000.0,99,4,4.78504,52.354616,1069,Nieuw West,12.66032791780777,4.59511985013459,756
"Pesetalaan 27, Amsterdam",1060 SC,450000.0,111,4,4.785975,52.347341,1060,Nieuw West,13.017002861746503,4.709530201312334,757
"Kanaalstraat 38 2, Amsterdam",1054 XJ,495000.0,54,3,4.86547,52.3628,1054,West,13.112313041550827,3.9889840465642745,758
"Beethovenstraat 225, Amsterdam",1077 JE,550000.0,78,3,4.877208,52.342458,1077,Zuid,13.217673557208654,4.356708826689592,759
"Ben van Meerendonkstraat 295, Amsterdam",1087 LN,400000.0,89,3,5.012134,52.349139,1087,Oost,12.89921982609012,4.48863636973214,760
"Weissenbruchstraat 49 hs, Amsterdam",1058 KN,525000.0,70,3,4.849656,52.353346,1058,West,13.17115354157376,4.248495242049359,761
"Frissenstein 304, Amsterdam",1102 AP,350000.0,98,4,4.952422,52.316855,1102,Zuidoost,12.765688433465597,4.584967478670572,762
"Retiefstraat 97 A, Amsterdam",1092 XB,620000.0,86,4,4.92068,52.354968,1092,Oost,13.337474757021274,4.454347296253507,763
"Voorsteven 11, Amsterdam",1034 SK,375000.0,89,5,4.915413,52.40997,1034,Noord,12.834681304952548,4.48863636973214,764
"Enkhuizerstraat 5, Amsterdam",1023 VP,550000.0,114,6,4.942035,52.393266,1023,Noord,13.217673557208654,4.736198448394496,765
"Jacob van Lennepstraat 11 I/ II, Amsterdam",1053 HA,1095000.0,204,6,4.876183,52.366972,1053,West,13.906264921232738,5.318119993844216,766
"Meeuwenlaan 175 B, Amsterdam",1021 JC,485000.0,93,5,4.918067,52.385525,1021,Noord,13.091904169919621,4.532599493153256,767
"J.M. den Uylstraat 4, Amsterdam",1067 WC,385000.0,87,3,4.793277,52.381864,1067,Nieuw West,12.86099861326992,4.465908118654584,768
"Noorder IJdijk 63, Amsterdam",1023 NT,1575000.0,138,4,4.961457,52.38257,1023,Noord,14.269765830241871,4.927253685157205,769
"Van Nijenrodeweg 81, Amsterdam",1083 EE,249000.0,33,2,4.883913,52.327585,1083,Zuid,12.425208175446844,3.4965075614664802,770
"Burgemeester Cramergracht 60, Amsterdam",1064 AE,350000.0,74,4,4.832383,52.373012,1064,Nieuw West,12.765688433465597,4.30406509320417,771
"Jan van Zutphenstraat 103, Amsterdam",1069 RR,600000.0,136,4,4.802149,52.350604,1069,Nieuw West,13.304684934198283,4.912654885736052,772
"Doddendaal 56, Amsterdam",1082 XW,425000.0,79,3,4.874705,52.332273,1082,Zuid,12.959844447906553,4.3694478524670215,773
"Hendrik Bulthuisstraat 8, Amsterdam",1067 SC,345000.0,69,4,4.795948,52.374337,1067,Nieuw West,12.751299696013497,4.23410650459726,774
"Prins Hendrikkade 156 3, Amsterdam",1011 AW,640000.0,58,3,4.907085,52.372907,1011,Centrum,13.369223455335854,4.060443010546419,775
"Prins Hendrikkade 156 1, Amsterdam",1011 AW,645000.0,58,3,4.907085,52.372907,1011,Centrum,13.37700559577791,4.060443010546419,776
"Jan van Duivenvoordestraat 35, Amsterdam",1067 MT,350000.0,92,3,4.802618,52.378567,1067,Nieuw West,12.765688433465597,4.5217885770490405,777
"Celebesstraat 112 A, Amsterdam",1094 EZ,350000.0,65,2,4.935377,52.358917,1094,Oost,12.765688433465597,4.174387269895637,778
